ProductID,Nazwa handlowa,Nazwa prawna,Kategoria,Masa netto [g],Rodzaj,COID,DATA WAŻNOŚCI CERTYFIKATU,SZTUKA,KARTON,CN,PKWiU,WYSOKOŚĆ [cm],SZEROKOŚĆ [cm],GŁĘBOKOŚĆ [cm],WYSOKOŚĆ [cm].1,SZEROKOŚĆ [cm].1,GŁĘBOKOŚĆ [cm].1,WYSOKOŚĆ [cm].2,SZEROKOŚĆ [cm].2,GŁĘBOKOŚĆ [cm].2,RODZAJ PALETY,WAGA NETTO SZTUKI [kg],WAGA BRUTTO SZTUKI [kg],WAGA NETTO OPAKOWANIA ZBIORCZEGO [kg],WAGA BRUTTO OPAKOWANIA ZBIORCZEGO [kg],WAGA NETTO PALETY [kg],WAGA BRUTTO PALETY [kg],ILOŚĆ SZTUK PRODUKTU W OPAKOWANIU ZBIORCZYM [szt],ILOŚĆ KARTONÓW NA WARSTWIE [szt],ILOŚĆ WARSTW NA PALECIE [szt],ILOŚĆ KARTONÓW NA PALECIE [szt],ILOŚĆ SZTUK PRODUKTU NA PALECIE [szt],ILOŚĆ SZTUK NA WARSTWIE PALETY [szt],WYSOKOŚĆ PALETY Z NOŚNIKIEM [cm],SMAK,ZAPACH,KOLOR,WYGLĄD ZEWNĘTRZNY,WYGLĄD NA PRZEKROJU,WARUNKI PRZECHOWYWANIA I TRANSPORTU,TERMIN PRZYDATNOŚCI DO SPOŻYCIA,WYRAŻENIE I FORMAT,INFORMACJE DODATKOWE,Polska etykieta,Angielska etykieta,Link do etykiety (plik zebry)
133469,"Figurka Bałwan z białej czekolady 80 g, dekorowany, flow-pack","Figurka Bałwan z białej czekolady 97%, dekorowany czekoladą deserową 3%, flow-pack",BOŻE NARODZENIE,80,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808133469,5902808133452,1704 90 30,10.82.23.0,10.2,6.7,6.3,10.5,6.7,6.3,20,25.5,39.5,LPR/EUR 800 x 1200 mm,0.08,0.086,1.2,1.5,144,204,15,8,8,64,960,120,180,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy/biały/czerwony,Figurka w kształce bałwana. Dopuszczalne niewielkie pęcherzyki powietrza oraz szary nalot (wykwit tłuszczowy).,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
131670,"Figurka Mikołaj z czekolady mlecznej 60 g, dekorowany, flow-pack","Figurka Mikołaj z czekolady mlecznej 90,5%, dekorowany białą czekoladą 9,5%, flow-pack",BOŻE NARODZENIE,60,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808131670,5902808131687,1806 90 39,10.82.22.0,9.5,6.4,4,10.5,8,4.2,11,25.5,39.5,LPR/EUR 800 x 1200 mm,0.06,0.064,1.44,1.72,172.8,230.4,21,8,15,120,2520,168,180,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy/biały/czerwony,Figurka w kształce mikołaja. Dopuszczalne niewielkie pęcherzyki powietrza oraz szary nalot (wykwit tłuszczowy).,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103564,Figurka Mikołaj z czekolady mlecznej 70 g,"Figurka Mikołaj z czekolady mlecznej 100%, pakowany ręcznie",BOŻE NARODZENIE,,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103564,5907244103571,1806 90 39,10.82.22.0,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka w kształce mikołaja. Dopuszczalne niewielkie pęcherzyki powietrza oraz szary nalot (wykwit tłuszczowy).,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103540,Figurka Mikołaj z czekolady białej 70 g,"Figurka Mikołaj z czekolady białej 100%, pakowany ręcznie",BOŻE NARODZENIE,,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103540,5907244103557,1704 90 30,10.82.23.0,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, charakterystyczny dla użytych surowców, bez obcych zapachów.",biały,Figurka w kształce mikołaja. Dopuszczalne niewielkie pęcherzyki powietrza oraz szary nalot (wykwit tłuszczowy).,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
P022,Owieczka Happy - Figurka z czekolady białej dekorowana czekoladą gorzką oraz masą na bazie białej czekolady,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
103632,Lizak z mlecznej czekolady Halloween 8x15 g flow pack,Lizak z mlecznej czekolady 100% Halloween,HALLOWEEN,,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103632,5907244103649,1704 90 30,10.82.22.0,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka w kształce ducha. Dopuszczalne niewielkie pęcherzyki powietrza oraz szary nalot (wykwit tłuszczowy).,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
,Hot sticks - czekolada gorzka z owocami liofilizowanymi maliny 35 g,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
103069,"FigluBubu - Figurka z czekolady mlecznej, 35 g", Figurka z czekolady mlecznej 100%,CAŁOROCZNE,35,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103069,5907244103076,1806 90 19,10.82.23.0,7.3,4,1.4,12.2,5.2,1.4,11.7,14.5,18,LPR/EUR 800 x 1200 mm,0.035,0.036,0.64,1.144,366.62,391.62,30,30,11,330,9900,900,175,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla mast, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie uroczego stworka o króliczych uszach i szerokim uśmiechu. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103670,"FigluBubu - Figurka z czekolady mlecznej z nadzieniem o smaku pistacjowym, 35 g",Figurka z czekolady mlecznej 50% z nadzieniem o smaku pistacjowym 50%,CAŁOROCZNE,35,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103670,5907244103687,1806 90 19,10.82.23.0,7.3,4,1.4,12.2,5.2,1.4,11.7,14.5,18,LPR/EUR 800 x 1200 mm,0.035,0.036,0.64,1.144,366.62,391.62,30,30,11,330,9900,900,175,"Mleczno-kakaowy dla czekolady, pistacjowy dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, pistacjowy dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie uroczego stworka o króliczych uszach i szerokim uśmiechu. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity korpus, dopuszczalne niewielkie pęcherzyki powietrza; wewnątrz nadzienie gładkie, jednorodne, bez wyczuwalnych grudek, koloru zielonego",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,10 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103694,"FigluBubu - Figurka z czekolady mlecznej z nadzieniem o smaku orzechów laskowych, 35 g", Figurka z czekolady mlecznej 50% z nadzieniem o smaku orzechów laskowych 50%,CAŁOROCZNE,35,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103694,5907244103700,1806 90 19,10.82.23.0,7.3,4,1.4,12.2,5.2,1.4,11.7,14.5,18,LPR/EUR 800 x 1200 mm,0.035,0.036,0.64,1.144,366.62,391.62,30,30,11,330,9900,900,175,"Mleczno-kakaowy dla czekolady, orzechów laskowych dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, orzechów laskowych dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie uroczego stworka o króliczych uszach i szerokim uśmiechu. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity korpus, dopuszczalne niewielkie pęcherzyki powietrza; wewnątrz nadzienie gładkie, jednorodne, bez wyczuwalnych grudek, koloru beżowego",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,10 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103717,"FigluBubu - Figurka z czekolady mlecznej z nadzieniem o smaku truskawkowym, 35 g", Figurka z czekolady mlecznej 50% z nadzieniem o smaku truskawkowym 50%,CAŁOROCZNE,35,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103717,5907244103724,1806 90 19,10.82.23.0,7.3,4,1.4,12.2,5.2,1.4,11.7,14.5,18,LPR/EUR 800 x 1200 mm,0.035,0.036,0.64,1.144,366.62,391.62,30,30,11,330,9900,900,175,"Mleczno-kakaowy dla czekolady,  truskawkowy dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla czekolady, truskawkowy dla nadzienia, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie uroczego stworka o króliczych uszach i szerokim uśmiechu. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity korpus, dopuszczalne niewielkie pęcherzyki powietrza; wewnątrz nadzienie gładkie, jednorodne, bez wyczuwalnych grudek, koloru różowego",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,10 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
,Tabliczka mlecznej czekolady 50 g,Tbaliczka mlecznej czekolady 100%,CAŁOROCZNE,50,IFS Food 8.0,66417,2026-09-01 00:00:00,,,1704 90 30,10.82.22.0,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla mast, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Tabliczka czekoladowy. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity korpus, dopuszczalne niewielkie pęcherzyki powietrza; wewnątrz nadzienie gładkie, jednorodne, bez wyczuwalnych grudek.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
134107,Brązowa pisanka 25 g,"
Brązowa pisanka 25 g - Lizak z czekolady mlecznej 95,2 %, dekorowana białą czekoladą   4,8 % ",WIELKANOC,25,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808134107,"
5902808134169",,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
138822,Biała pisanka 25 g,"
BIAŁA PISANKA 25g- Lizak z białej czekolady 95,2 % dekorowany czekolada mleczną 4,8 %",WIELKANOC,25,IFS Food 8.0,66417,2026-09-01 00:00:00,"
5902808138822","
5902808138839",,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
138808,Żółta pisanka 25 g,"
ŻÓŁTA PISANKA 25 g - Lizak z masy na bazie białej czekolady 95,2 %, dekorowany białą czekoladą 4,8 %.",WIELKANOC,25,IFS Food 8.0,66417,2026-09-01 00:00:00,"
5902808138808","
5902808138815",,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,LIZAK Z MLECZNEJ CZEKOLADY SERCE CZERWONE DEKOROWANE 20G ADIKAM,CZERWONE SERCE 20 g - Lizak z czekolady mecznej 95 % dekorowany  białą czekoladą 5%,,20,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808138747,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
134015,LIZAK Z MLECZNEJ CZEKOLADY SERCE I LOVE YOU DEKOROWANE 20G ADIKAM,SERCE I LOVE YOU 20 g - Lizak z czekolady mlecznej 95 % dekorowany masą o smaku białej czekolady 5%.,,20,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808134015,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808130833,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808136613,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,Serce białe  20 g - Lizak z czekolady mecznej 95 % dekorowany z białej czekolady 5%,,20,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
134084,Zając Postać  - Lizak z czekolady mlecznej 20 g,Lizak z czekolady mlecznej 100%,WIELKANOC,20,IFS Food 8.0,66417,2026-09-01 00:00:00,5902808134084,5902808134138,1806 90 19,10.82.23.0,16,3.5,0.7,16,3.5,0.7,16,20,15,LPR/EUR 800 x 1200 mm,0.02,0.021,0.42,0.483,134.4,178.56,21,32,10,320,6720,672,175,"Mleczno-kakaowy dla czekolady, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczno-kakaowy dla mast, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie zająca. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,16 miesięcy od daty produkcji nadzienia,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103809,Zając 80g,"Brązowy Zając - Figurka z masy o smaku czekolady mlecznej, ręcznie pakowana (złota podstawka)",WIELKANOC,80,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103809,5907244103816,1806 90 70,10.82.23.0,12.5,12.5,4.5,23,9,5,24,38,29,LPR/EUR 800 x 1200 mm,0.08,0.087,1.68,2.079,80.64,132,21,8,6,48,1008,168,160,"Mleczno-kakaowy, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleno-kakaowy, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.",Jasnobrązowy/brązowy/ciemnobrązowy,Figurka czekoladowa w kształcie zająca. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,12 miesięcy od daty produkcji masy o smaku czekolady mlecznej,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
103786,Zając 80g,"Biały Zając - Figurka z masy o smaku białej czekolady, ręcznie pakowana (złota podstawka)",WIELKANOC,80,IFS Food 8.0,66417,2026-09-01 00:00:00,5907244103786,5907244103793,1704 90 99,10.82.23.0,12.5,12.5,4.5,23,9,5,24,38,29,LPR/EUR 800 x 1200 mm,0.08,0.087,1.68,2.079,80.64,132,21,8,6,48,1008,168,160,"Mleczny, słodki, charakterystyczny dla użytych surowców, bez obcych posmaków.","Mleczny, słodki, charakterystyczny dla użytych surowców, bez obcych zapachów.","Biały, kremowy, kremowo-biały",Figurka czekoladowa w kształcie zająca. Dopuszcza się wystepowanie biało-szarego nalotu powstałego na wskutek wykwitu tłuszczowego oraz niewielkie pęcherzyki powietrza.					,"Jednolity, dopuszczalne niewielkie pęcherzyki powietrza.",Przechowywać w suchym i chłodnym miejscu. Nie wystawiać na działanie ciepła i promieni słonecznych.,12 miesięcy od daty produkcji masy o smaku białej czekolady,Najlepiej spożyć przed końcem: MM.RRRR,Produkt nie zawiera GMO; nie podlega radiacji; nie zawiera nanomateriałów; jest kontrolowany w zakresie detekcji metali.,,,
,test,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,IFS Food 8.0,66417,2026-09-01 00:00:00,,,,,,,,,,,,,,LPR/EUR 800 x 1200 mm,,,,,,,,,,,,,,,,,,,,,,,,,
